lon,lat,label_name,dataset_name,index,geometry
55.25068857433119,-21.06300667969337,brachiaria,reunion-france,11485,POINT (55.25068857433119 -21.06300667969337)
1.893211090910668,48.972601986920864,brachiaria,ile-de-france,48547,POINT (1.893211090910668 48.972601986920864)
3.0636014115038344,48.927054513956115,brachiaria,ile-de-france,48337,POINT (3.0636014115038344 48.927054513956115)
-60.9441284159137,14.593569331612407,brachiaria,martinique-france,7406,POINT (-60.9441284159137 14.593569331612407)
-61.009966825647226,14.723840726464797,brachiaria,martinique-france,70179,POINT (-61.009966825647226 14.723840726464797)
1.8189456178710544,48.51668786011312,brachiaria,ile-de-france,48582,POINT (1.8189456178710544 48.51668786011312)
55.6571121214011,-21.318852380350467,brachiaria,reunion-france,11406,POINT (55.6571121214011 -21.318852380350467)
-61.186523968212626,14.764348425176394,brachiaria,martinique-france,53108,POINT (-61.186523968212626 14.764348425176394)
2.052125874925067,48.99661941790545,brachiaria,ile-de-france,48206,POINT (2.052125874925067 48.99661941790545)
55.32179686515323,-21.23493702799665,brachiaria,reunion-france,11305,POINT (55.32179686515323 -21.23493702799665)
2.0183817134739863,48.541225063372295,brachiaria,ile-de-france,48630,POINT (2.0183817134739863 48.541225063372295)
2.1875969049000075,48.656357267702944,brachiaria,ile-de-france,48610,POINT (2.1875969049000075 48.656357267702944)
3.237256845747128,48.50921383197617,brachiaria,ile-de-france,48392,POINT (3.237256845747128 48.50921383197617)
3.302496941494652,48.8054776994156,brachiaria,ile-de-france,48228,POINT (3.302496941494652 48.8054776994156)
-61.14293925713577,14.793866053888664,brachiaria,martinique-france,63713,POINT (-61.14293925713577 14.793866053888664)
1.8440557006123597,48.59123080606542,brachiaria,ile-de-france,48543,POINT (1.8440557006123597 48.59123080606542)
-61.13756272608117,14.814211829173392,brachiaria,martinique-france,51334,POINT (-61.13756272608117 14.814211829173392)
-61.13323858718318,14.814366711267477,brachiaria,martinique-france,51944,POINT (-61.13323858718318 14.814366711267477)
55.50919174400833,-21.31096159207861,brachiaria,reunion-france,11003,POINT (55.50919174400833 -21.31096159207861)
-61.10790512641287,14.765369009114986,brachiaria,martinique-france,6120,POINT (-61.10790512641287 14.765369009114986)
55.35711436547443,-21.229439818495116,brachiaria,reunion-france,10360,POINT (55.35711436547443 -21.229439818495116)
55.64736376946547,-20.984034280392905,brachiaria,reunion-france,11285,POINT (55.64736376946547 -20.984034280392905)
-61.22169114436628,14.817542749331718,brachiaria,martinique-france,64049,POINT (-61.22169114436628 14.817542749331718)
-60.94448953117656,14.59207759805122,brachiaria,martinique-france,7604,POINT (-60.94448953117656 14.59207759805122)
2.2585756334773257,48.69133125665571,brachiaria,ile-de-france,48591,POINT (2.2585756334773257 48.69133125665571)
55.638479052971086,-20.99787095229244,brachiaria,reunion-france,11204,POINT (55.638479052971086 -20.99787095229244)
1.9977871715975484,48.52863407822967,brachiaria,ile-de-france,48606,POINT (1.9977871715975484 48.52863407822967)
-61.12749774459761,14.76644277373176,brachiaria,martinique-france,69255,POINT (-61.12749774459761 14.76644277373176)
2.883874930193077,48.302789610579744,brachiaria,ile-de-france,48503,POINT (2.883874930193077 48.302789610579744)
2.480675943430884,48.40016087122412,brachiaria,ile-de-france,48638,POINT (2.480675943430884 48.40016087122412)
55.58461718928461,-20.97761592901554,brachiaria,reunion-france,11741,POINT (55.58461718928461 -20.97761592901554)
2.507108447465664,48.39939547650316,brachiaria,ile-de-france,48598,POINT (2.507108447465664 48.39939547650316)
-61.12123926785105,14.79931637714586,brachiaria,martinique-france,1810,POINT (-61.12123926785105 14.79931637714586)
55.806621330960866,-21.216299147667513,brachiaria,reunion-france,11684,POINT (55.806621330960866 -21.216299147667513)
2.492967827827665,48.39854244474216,brachiaria,ile-de-france,48536,POINT (2.492967827827665 48.39854244474216)
-61.13782659736265,14.809864167751645,brachiaria,martinique-france,65840,POINT (-61.13782659736265 14.809864167751645)
55.29356296306001,-21.186982660250635,brachiaria,reunion-france,11090,POINT (55.29356296306001 -21.186982660250635)
-61.13708536849366,14.814905143316867,brachiaria,martinique-france,50730,POINT (-61.13708536849366 14.814905143316867)
-61.14458031767877,14.783169904270318,brachiaria,martinique-france,5126,POINT (-61.14458031767877 14.783169904270318)
2.051090616678789,48.98068912954889,brachiaria,ile-de-france,48696,POINT (2.051090616678789 48.98068912954889)
55.66846861611833,-21.34516078832961,brachiaria,reunion-france,12069,POINT (55.66846861611833 -21.34516078832961)
-60.95055277349697,14.676404858238678,brachiaria,martinique-france,67446,POINT (-60.95055277349697 14.676404858238678)
-61.1406212015974,14.845634245577829,brachiaria,martinique-france,68421,POINT (-61.1406212015974 14.845634245577829)
2.65855286796481,48.319519439080175,brachiaria,ile-de-france,48369,POINT (2.65855286796481 48.319519439080175)
-61.13403297026479,14.817334663184864,brachiaria,martinique-france,63056,POINT (-61.13403297026479 14.817334663184864)
-61.20053112674505,14.802755185889804,brachiaria,martinique-france,56878,POINT (-61.20053112674505 14.802755185889804)
2.91086816310783,48.3482465034787,brachiaria,ile-de-france,48290,POINT (2.91086816310783 48.3482465034787)
2.5669764642516997,48.42221842459497,brachiaria,ile-de-france,48271,POINT (2.5669764642516997 48.42221842459497)
1.627273643157439,48.99146964213552,brachiaria,ile-de-france,48515,POINT (1.627273643157439 48.99146964213552)
-61.03086312191107,14.738368140736934,brachiaria,martinique-france,67203,POINT (-61.03086312191107 14.738368140736934)
3.227288612643316,48.50977980096045,brachiaria,ile-de-france,48373,POINT (3.227288612643316 48.50977980096045)
-60.85910435322712,14.4584172147844,brachiaria,martinique-france,325,POINT (-60.85910435322712 14.4584172147844)
2.9059799627847993,48.344810573400714,brachiaria,ile-de-france,48275,POINT (2.9059799627847993 48.344810573400714)
2.9061081951304595,48.345518524282014,brachiaria,ile-de-france,48279,POINT (2.9061081951304595 48.345518524282014)
55.50080883721916,-21.322259171342637,brachiaria,reunion-france,11916,POINT (55.50080883721916 -21.322259171342637)
55.63877410042061,-20.99802749576674,brachiaria,reunion-france,11266,POINT (55.63877410042061 -20.99802749576674)
55.63855942385455,-20.997319728134556,brachiaria,reunion-france,11242,POINT (55.63855942385455 -20.997319728134556)
2.92435103028086,48.9729222175876,brachiaria,ile-de-france,48224,POINT (2.92435103028086 48.9729222175876)
-61.0662033171902,14.794476727798724,brachiaria,martinique-france,69680,POINT (-61.0662033171902 14.794476727798724)
-61.015622882018725,14.641384780203506,brachiaria,martinique-france,8308,POINT (-61.015622882018725 14.641384780203506)
3.2679327119917763,48.71769831775554,brachiaria,ile-de-france,48183,POINT (3.2679327119917763 48.71769831775554)
2.5584035345515432,48.61024394153344,brachiaria,ile-de-france,48313,POINT (2.5584035345515432 48.61024394153344)
2.626287086250588,48.23608761673552,brachiaria,ile-de-france,48493,POINT (2.626287086250588 48.23608761673552)
-61.106144331838266,14.76534801064136,brachiaria,martinique-france,55598,POINT (-61.106144331838266 14.76534801064136)
-61.009414002781405,14.724149607917116,brachiaria,martinique-france,69916,POINT (-61.009414002781405 14.724149607917116)
-60.90904506697676,14.633935009884276,brachiaria,martinique-france,4096,POINT (-60.90904506697676 14.633935009884276)
55.32457722732929,-20.974387901071196,brachiaria,reunion-france,11897,POINT (55.32457722732929 -20.974387901071196)
2.7242246873473532,48.709954421011325,brachiaria,ile-de-france,48220,POINT (2.7242246873473532 48.709954421011325)
3.1966619441858244,48.39999867127957,brachiaria,ile-de-france,48418,POINT (3.1966619441858244 48.39999867127957)
-61.1477028781412,14.807354029093782,brachiaria,martinique-france,66081,POINT (-61.1477028781412 14.807354029093782)
-60.9726360525001,14.635396061062991,brachiaria,martinique-france,64727,POINT (-60.9726360525001 14.635396061062991)
-61.13989368485258,14.845180812328737,brachiaria,martinique-france,68983,POINT (-61.13989368485258 14.845180812328737)
-61.12207939113337,14.836554959309636,brachiaria,martinique-france,57319,POINT (-61.12207939113337 14.836554959309636)
2.2190945143703025,49.00510354245236,brachiaria,ile-de-france,48705,POINT (2.2190945143703025 49.00510354245236)
3.0917568152217063,48.91456730029686,brachiaria,ile-de-france,48263,POINT (3.0917568152217063 48.91456730029686)
-61.139976661646784,14.810841314548272,brachiaria,martinique-france,59788,POINT (-61.139976661646784 14.810841314548272)
-61.13216202887678,14.761687227131736,brachiaria,martinique-france,5341,POINT (-61.13216202887678 14.761687227131736)
3.1650887974762587,48.40416769790592,brachiaria,ile-de-france,48411,POINT (3.1650887974762587 48.40416769790592)
2.556758457487843,48.60992305961041,brachiaria,ile-de-france,48321,POINT (2.556758457487843 48.60992305961041)
55.523895376374675,-21.310960314400184,brachiaria,reunion-france,10580,POINT (55.523895376374675 -21.310960314400184)
55.25030491465083,-21.062902629448683,brachiaria,reunion-france,11514,POINT (55.25030491465083 -21.062902629448683)
55.361315346000005,-20.968029248387573,brachiaria,reunion-france,11848,POINT (55.361315346000005 -20.968029248387573)
-61.084743381740765,14.819357397521602,brachiaria,martinique-france,615,POINT (-61.084743381740765 14.819357397521602)
2.7572162384342924,48.88798841492832,brachiaria,ile-de-france,48414,POINT (2.7572162384342924 48.88798841492832)
-60.924835777733264,14.601690239398366,brachiaria,martinique-france,52533,POINT (-60.924835777733264 14.601690239398366)
55.29248810288664,-21.187169074440312,brachiaria,reunion-france,11075,POINT (55.29248810288664 -21.187169074440312)
3.2606727833216964,48.72104520561545,brachiaria,ile-de-france,48330,POINT (3.2606727833216964 48.72104520561545)
2.6255977347854027,48.23611339828917,brachiaria,ile-de-france,48496,POINT (2.6255977347854027 48.23611339828917)
-61.13167313828858,14.81748438764135,brachiaria,martinique-france,60872,POINT (-61.13167313828858 14.81748438764135)
-61.0378753323056,14.800462386476998,brachiaria,martinique-france,6963,POINT (-61.0378753323056 14.800462386476998)
55.80116649348891,-21.15224299170456,brachiaria,reunion-france,10664,POINT (55.80116649348891 -21.15224299170456)
2.619392400447092,48.24683803819974,brachiaria,ile-de-france,48500,POINT (2.619392400447092 48.24683803819974)
55.33797774273048,-21.185982178151935,brachiaria,reunion-france,11378,POINT (55.33797774273048 -21.185982178151935)
2.096524826062614,48.50777168111867,brachiaria,ile-de-france,48649,POINT (2.096524826062614 48.50777168111867)
-61.12813562373866,14.783169740817623,brachiaria,martinique-france,59106,POINT (-61.12813562373866 14.783169740817623)
2.7619950404563487,48.91330408409958,brachiaria,ile-de-france,48443,POINT (2.7619950404563487 48.91330408409958)
55.52320091017406,-21.311309794403765,brachiaria,reunion-france,10562,POINT (55.52320091017406 -21.311309794403765)
55.31894086324527,-21.01082145009916,brachiaria,reunion-france,10378,POINT (55.31894086324527 -21.01082145009916)
3.2358042945134255,48.51005093096729,brachiaria,ile-de-france,48377,POINT (3.2358042945134255 48.51005093096729)
2.097462823818407,48.507219717008454,brachiaria,ile-de-france,48645,POINT (2.097462823818407 48.507219717008454)
1.8917068208436063,48.97119374935273,brachiaria,ile-de-france,48585,POINT (1.8917068208436063 48.97119374935273)
55.522037285035424,-21.049707323319073,brachiaria,reunion-france,10488,POINT (55.522037285035424 -21.049707323319073)
-60.93285492191899,14.597690389294474,brachiaria,martinique-france,56469,POINT (-60.93285492191899 14.597690389294474)
2.752901630408517,48.91774008581419,brachiaria,ile-de-france,48440,POINT (2.752901630408517 48.91774008581419)
-61.106575578273215,14.764916204327484,brachiaria,martinique-france,55154,POINT (-61.106575578273215 14.764916204327484)
-61.13755423298567,14.81510297930409,brachiaria,martinique-france,62429,POINT (-61.13755423298567 14.81510297930409)
55.81646045243674,-21.1812895804154,brachiaria,reunion-france,10528,POINT (55.81646045243674 -21.1812895804154)
1.776932697778704,49.07388314548706,brachiaria,ile-de-france,48659,POINT (1.776932697778704 49.07388314548706)
1.8424502385541752,48.59441220907021,brachiaria,ile-de-france,48538,POINT (1.8424502385541752 48.59441220907021)
-60.991203014029864,14.746007658242172,brachiaria,martinique-france,61304,POINT (-60.991203014029864 14.746007658242172)
1.9458048554398,48.9344265313307,brachiaria,ile-de-france,48554,POINT (1.9458048554398 48.9344265313307)
55.319187102431506,-21.01126579607159,brachiaria,reunion-france,10395,POINT (55.319187102431506 -21.01126579607159)
-60.87011416966785,14.567112473941876,brachiaria,martinique-france,49003,POINT (-60.87011416966785 14.567112473941876)
2.9091816569689537,48.34736285890055,brachiaria,ile-de-france,48309,POINT (2.9091816569689537 48.34736285890055)
2.4690266404749592,49.10109594427495,brachiaria,ile-de-france,48213,POINT (2.4690266404749592 49.10109594427495)
-61.051624399401305,14.789434329047172,brachiaria,martinique-france,69473,POINT (-61.051624399401305 14.789434329047172)
2.059982248648062,49.022307655457226,brachiaria,ile-de-france,48702,POINT (2.059982248648062 49.022307655457226)
2.916247483878873,48.31067464443028,brachiaria,ile-de-france,48203,POINT (2.916247483878873 48.31067464443028)
2.1134063088553527,48.55862894289483,carrot,ile-de-france,3324,POINT (2.1134063088553527 48.55862894289483)
55.44786542341373,-21.236343695197757,carrot,reunion-france,51810,POINT (55.44786542341373 -21.236343695197757)
-61.1300184676597,14.81292730021555,carrot,martinique-france,28063,POINT (-61.1300184676597 14.81292730021555)
3.1737529117281764,48.68875340591796,carrot,ile-de-france,5014,POINT (3.1737529117281764 48.68875340591796)
55.54316694912809,-21.29420337269023,carrot,reunion-france,52245,POINT (55.54316694912809 -21.29420337269023)
55.69093681392307,-21.1048607820305,carrot,reunion-france,52516,POINT (55.69093681392307 -21.1048607820305)
3.0132848031680406,48.808594783707626,carrot,ile-de-france,3063,POINT (3.0132848031680406 48.808594783707626)
55.52018004120134,-21.34394305579834,carrot,reunion-france,50263,POINT (55.52018004120134 -21.34394305579834)
2.766801932692847,48.45981044451208,carrot,ile-de-france,3189,POINT (2.766801932692847 48.45981044451208)
55.58164125685251,-21.25921585696715,carrot,reunion-france,50658,POINT (55.58164125685251 -21.25921585696715)
2.9906970729352538,48.74195274720899,carrot,ile-de-france,4247,POINT (2.9906970729352538 48.74195274720899)
55.50126982378279,-20.91879199149504,carrot,reunion-france,48986,POINT (55.50126982378279 -20.91879199149504)
55.59957643991672,-20.998540498973988,carrot,reunion-france,52406,POINT (55.59957643991672 -20.998540498973988)
55.30214048028571,-21.111342047981292,carrot,reunion-france,50860,POINT (55.30214048028571 -21.111342047981292)
2.5980051946151836,48.287358992501005,carrot,ile-de-france,4625,POINT (2.5980051946151836 48.287358992501005)
3.161737697029406,48.68853782317419,carrot,ile-de-france,3099,POINT (3.161737697029406 48.68853782317419)
3.067075469806879,48.54843367989814,carrot,ile-de-france,3615,POINT (3.067075469806879 48.54843367989814)
55.343491069204255,-21.236392086655556,carrot,reunion-france,49217,POINT (55.343491069204255 -21.236392086655556)
3.3485812358210447,48.86113585908392,carrot,ile-de-france,3709,POINT (3.3485812358210447 48.86113585908392)
3.0185248710084,48.83478488104449,carrot,ile-de-france,4519,POINT (3.0185248710084 48.83478488104449)
55.301970708091886,-21.186628211309326,carrot,reunion-france,52590,POINT (55.301970708091886 -21.186628211309326)
55.549041046098104,-21.24036910489841,carrot,reunion-france,50209,POINT (55.549041046098104 -21.24036910489841)
2.7087474624396672,48.94715667721556,carrot,ile-de-france,3899,POINT (2.7087474624396672 48.94715667721556)
55.32769754341885,-21.062359764267207,carrot,reunion-france,51152,POINT (55.32769754341885 -21.062359764267207)
2.849653392167261,48.56896765380263,carrot,ile-de-france,4229,POINT (2.849653392167261 48.56896765380263)
55.531714820442,-21.242849160584548,carrot,reunion-france,48888,POINT (55.531714820442 -21.242849160584548)
55.59860942489467,-20.99885870041691,carrot,reunion-france,52354,POINT (55.59860942489467 -20.99885870041691)
55.473806463676056,-21.238187757401494,carrot,reunion-france,52698,POINT (55.473806463676056 -21.238187757401494)
55.53568712827034,-21.24284924953248,carrot,reunion-france,48834,POINT (55.53568712827034 -21.24284924953248)
3.0335763792184434,49.0723684474484,carrot,ile-de-france,3882,POINT (3.0335763792184434 49.0723684474484)
2.3233454341671433,48.47078352372147,carrot,ile-de-france,3294,POINT (2.3233454341671433 48.47078352372147)
2.9455979289181773,48.86813387537095,carrot,ile-de-france,4134,POINT (2.9455979289181773 48.86813387537095)
55.309462685047,-21.106792356076397,carrot,reunion-france,50492,POINT (55.309462685047 -21.106792356076397)
55.51269835524262,-21.034105506033224,carrot,reunion-france,48145,POINT (55.51269835524262 -21.034105506033224)
2.433605721840989,48.454032556224334,carrot,ile-de-france,3400,POINT (2.433605721840989 48.454032556224334)
55.524660122686726,-21.341064654252325,carrot,reunion-france,53091,POINT (55.524660122686726 -21.341064654252325)
55.340622137403834,-21.23672407290997,carrot,reunion-france,49171,POINT (55.340622137403834 -21.23672407290997)
3.2217803896923747,48.90798062429897,carrot,ile-de-france,3045,POINT (3.2217803896923747 48.90798062429897)
2.6590952706300195,48.60503886887212,carrot,ile-de-france,4676,POINT (2.6590952706300195 48.60503886887212)
-61.1308841203664,14.813359987200984,carrot,martinique-france,28047,POINT (-61.1308841203664 14.813359987200984)
55.462891114309514,-21.150328298284172,carrot,reunion-france,49437,POINT (55.462891114309514 -21.150328298284172)
3.1893698143251417,48.8207682152435,carrot,ile-de-france,4358,POINT (3.1893698143251417 48.8207682152435)
2.8119972570912513,48.46686374085847,carrot,ile-de-france,3496,POINT (2.8119972570912513 48.46686374085847)
55.46880985903085,-21.242753677780435,carrot,reunion-france,48247,POINT (55.46880985903085 -21.242753677780435)
55.4814244441858,-21.289291003434688,carrot,reunion-france,51687,POINT (55.4814244441858 -21.289291003434688)
2.9074191795727327,48.89609492673698,carrot,ile-de-france,4281,POINT (2.9074191795727327 48.89609492673698)
2.975804583558406,48.718860291537744,carrot,ile-de-france,3119,POINT (2.975804583558406 48.718860291537744)
3.0117424469146843,48.83511441291455,carrot,ile-de-france,4536,POINT (3.0117424469146843 48.83511441291455)
55.44743666423291,-21.22259369962199,carrot,reunion-france,48622,POINT (55.44743666423291 -21.22259369962199)
55.53806232951237,-21.2476448878977,carrot,reunion-france,50068,POINT (55.53806232951237 -21.2476448878977)
2.815749444234634,48.28738795771204,carrot,ile-de-france,4446,POINT (2.815749444234634 48.28738795771204)
55.5019957204816,-20.920067526846143,carrot,reunion-france,48940,POINT (55.5019957204816 -20.920067526846143)
55.559638233397095,-21.231793467871057,carrot,reunion-france,52641,POINT (55.559638233397095 -21.231793467871057)
3.032075051943951,48.75315518546491,carrot,ile-de-france,4995,POINT (3.032075051943951 48.75315518546491)
55.5582921782748,-21.301946039613004,carrot,reunion-france,50437,POINT (55.5582921782748 -21.301946039613004)
2.82150774454849,48.46247022439697,carrot,ile-de-france,3461,POINT (2.82150774454849 48.46247022439697)
2.8090580512777947,48.461860277622414,carrot,ile-de-france,3563,POINT (2.8090580512777947 48.461860277622414)
55.327162686602215,-21.061737640409554,carrot,reunion-france,51210,POINT (55.327162686602215 -21.061737640409554)
3.0371410114595427,49.078239439799425,carrot,ile-de-france,3783,POINT (3.0371410114595427 49.078239439799425)
2.944086513327791,48.86929000442909,carrot,ile-de-france,4155,POINT (2.944086513327791 48.86929000442909)
55.3435900795154,-21.23677048325999,carrot,reunion-france,49275,POINT (55.3435900795154 -21.23677048325999)
2.645925432270241,48.7400681662979,carrot,ile-de-france,4977,POINT (2.645925432270241 48.7400681662979)
55.69115258336628,-21.103931951068773,carrot,reunion-france,52462,POINT (55.69115258336628 -21.103931951068773)
2.182273609475574,48.63393653662531,carrot,ile-de-france,3340,POINT (2.182273609475574 48.63393653662531)
55.3009405852047,-21.115309633866527,carrot,reunion-france,50798,POINT (55.3009405852047 -21.115309633866527)
3.2390322582169833,48.89960687631189,carrot,ile-de-france,4883,POINT (3.2390322582169833 48.89960687631189)
2.940865141783094,48.86836750801571,carrot,ile-de-france,4116,POINT (2.940865141783094 48.86836750801571)
55.58875678088587,-21.335870408138085,carrot,reunion-france,51389,POINT (55.58875678088587 -21.335870408138085)
3.11089116450329,48.52241234825241,carrot,ile-de-france,4040,POINT (3.11089116450329 48.52241234825241)
2.821286808183394,48.284199917068314,carrot,ile-de-france,4780,POINT (2.821286808183394 48.284199917068314)
55.67137717278565,-21.337444654955757,carrot,reunion-france,49820,POINT (55.67137717278565 -21.337444654955757)
3.236162619622654,48.90014968757635,carrot,ile-de-france,4847,POINT (3.236162619622654 48.90014968757635)
55.670111351258264,-21.339636099882664,carrot,reunion-france,49698,POINT (55.670111351258264 -21.339636099882664)
-61.025800287519814,14.692264710851653,carrot,martinique-france,27922,POINT (-61.025800287519814 14.692264710851653)
55.54948142637512,-21.23957765086347,carrot,reunion-france,50132,POINT (55.54948142637512 -21.23957765086347)
3.2391779660506956,48.9015989270994,carrot,ile-de-france,4830,POINT (3.2391779660506956 48.9015989270994)
55.52123640108906,-21.05258511367767,carrot,reunion-france,48036,POINT (55.52123640108906 -21.05258511367767)
1.6923362044306742,48.6692887924828,carrot,ile-de-france,3257,POINT (1.6923362044306742 48.6692887924828)
2.8115359955918393,48.464719211563846,carrot,ile-de-france,3514,POINT (2.8115359955918393 48.464719211563846)
55.61478643267969,-21.319858672435103,carrot,reunion-france,49942,POINT (55.61478643267969 -21.319858672435103)
55.526072881692635,-21.33964298308139,carrot,reunion-france,52920,POINT (55.526072881692635 -21.33964298308139)
2.78767843267184,48.428837315941486,carrot,ile-de-france,3930,POINT (2.78767843267184 48.428837315941486)
55.66934772672315,-21.33862114539411,carrot,reunion-france,49758,POINT (55.66934772672315 -21.33862114539411)
55.5189842625816,-21.03162482303493,carrot,reunion-france,53424,POINT (55.5189842625816 -21.03162482303493)
55.52635616019611,-21.316694873728306,carrot,reunion-france,47980,POINT (55.52635616019611 -21.316694873728306)
2.917066645675654,48.8886350875695,carrot,ile-de-france,4264,POINT (2.917066645675654 48.8886350875695)
2.924017512039447,48.87000268883305,carrot,ile-de-france,2989,POINT (2.924017512039447 48.87000268883305)
2.8186273053007347,48.57277804399962,carrot,ile-de-france,4208,POINT (2.8186273053007347 48.57277804399962)
55.519404172788875,-21.343923896603116,carrot,reunion-france,49639,POINT (55.519404172788875 -21.343923896603116)
55.439890732127616,-21.14855407149807,carrot,reunion-france,53526,POINT (55.439890732127616 -21.14855407149807)
3.0246878064928624,49.07551695678817,carrot,ile-de-france,3841,POINT (3.0246878064928624 49.07551695678817)
2.666561867110562,48.61055185938704,carrot,ile-de-france,3156,POINT (2.666561867110562 48.61055185938704)
55.5176293990301,-21.031175016036116,carrot,reunion-france,53376,POINT (55.5176293990301 -21.031175016036116)
3.015041111709031,48.8357690640697,carrot,ile-de-france,4480,POINT (3.015041111709031 48.8357690640697)
55.43929785092392,-21.148900662993885,carrot,reunion-france,53475,POINT (55.43929785092392 -21.148900662993885)
55.54462226215268,-21.25592002780443,carrot,reunion-france,52299,POINT (55.54462226215268 -21.25592002780443)
55.35056830855966,-21.00012647900038,carrot,reunion-france,52132,POINT (55.35056830855966 -21.00012647900038)
55.3424593984244,-21.227021855204327,carrot,reunion-france,49049,POINT (55.3424593984244 -21.227021855204327)
2.4986216448441203,48.351204443881386,carrot,ile-de-france,4899,POINT (2.4986216448441203 48.351204443881386)
55.51565276518671,-21.03334030535118,carrot,reunion-france,48195,POINT (55.51565276518671 -21.03334030535118)
55.52857877602062,-21.32777521001888,carrot,reunion-france,51088,POINT (55.52857877602062 -21.32777521001888)
55.4690745587998,-21.2387451053138,carrot,reunion-france,53234,POINT (55.4690745587998 -21.2387451053138)
3.1744780230541183,48.5260319156623,carrot,ile-de-france,4021,POINT (3.1744780230541183 48.5260319156623)
3.0654297859399215,48.54933834531557,carrot,ile-de-france,2951,POINT (3.0654297859399215 48.54933834531557)
2.4607771684663624,48.35635349635536,carrot,ile-de-france,4938,POINT (2.4607771684663624 48.35635349635536)
55.47504788580788,-21.274861063351363,carrot,reunion-france,48092,POINT (55.47504788580788 -21.274861063351363)
2.49469224279949,48.35604721091897,carrot,ile-de-france,4957,POINT (2.49469224279949 48.35604721091897)
2.87793251362269,48.41299182812568,carrot,ile-de-france,4320,POINT (2.87793251362269 48.41299182812568)
55.57567913737065,-21.320663332813034,carrot,reunion-france,51627,POINT (55.57567913737065 -21.320663332813034)
3.038566778540593,49.0750651596006,carrot,ile-de-france,3805,POINT (3.038566778540593 49.0750651596006)
2.8170504364407627,48.27088877654609,carrot,ile-de-france,4409,POINT (2.8170504364407627 48.27088877654609)
2.6093899225013675,48.1486411498038,carrot,ile-de-france,4003,POINT (2.6093899225013675 48.1486411498038)
3.37693139219262,48.48895770243925,carrot,ile-de-france,3977,POINT (3.37693139219262 48.48895770243925)
2.8158820097906303,48.28249287455619,carrot,ile-de-france,4762,POINT (2.8158820097906303 48.28249287455619)
3.385145934810942,48.808624035262454,carrot,ile-de-france,3213,POINT (3.385145934810942 48.808624035262454)
55.327586848416594,-21.062122362229825,carrot,reunion-france,51264,POINT (55.327586848416594 -21.062122362229825)
2.7807623351219464,48.2901868247088,carrot,ile-de-france,3420,POINT (2.7807623351219464 48.2901868247088)
55.54824321966906,-21.24312987510423,carrot,reunion-france,52756,POINT (55.54824321966906 -21.24312987510423)
55.52107272102855,-21.344010000906692,carrot,reunion-france,49581,POINT (55.52107272102855 -21.344010000906692)
2.989944902011521,48.7384234690825,carrot,ile-de-france,3356,POINT (2.989944902011521 48.7384234690825)
1.971187805629964,48.4887228763361,carrot,ile-de-france,3274,POINT (1.971187805629964 48.4887228763361)
3.006973084496773,48.83576077658421,carrot,ile-de-france,4590,POINT (3.006973084496773 48.83576077658421)
-61.12761921964136,14.813371932234633,carrot,martinique-france,28016,POINT (-61.12761921964136 14.813371932234633)
2.9316894710162673,48.86758782054514,carrot,ile-de-france,4057,POINT (2.9316894710162673 48.86758782054514)
-61.02650409500881,14.692918180126282,carrot,martinique-france,27906,POINT (-61.02650409500881 14.692918180126282)
3.006762344369762,48.83665455200862,carrot,ile-de-france,4556,POINT (3.006762344369762 48.83665455200862)
2.5445980007328104,48.478376814695224,carrot,ile-de-france,3006,POINT (2.5445980007328104 48.478376814695224)
55.31787303532289,-21.077242717937835,carrot,reunion-france,48403,POINT (55.31787303532289 -21.077242717937835)
55.54890429495756,-21.304608963827185,carrot,reunion-france,51448,POINT (55.54890429495756 -21.304608963827185)
55.44068170153656,-21.148453331562813,carrot,reunion-france,53577,POINT (55.44068170153656 -21.148453331562813)
3.0945901469158037,49.051931901659565,carrot,ile-de-france,3081,POINT (3.0945901469158037 49.051931901659565)
2.984784311291558,48.737631266585225,carrot,ile-de-france,4391,POINT (2.984784311291558 48.737631266585225)
2.829458458003466,48.27284923848523,carrot,ile-de-france,4742,POINT (2.829458458003466 48.27284923848523)
55.447947750260006,-21.235334011597615,carrot,reunion-france,48775,POINT (55.447947750260006 -21.235334011597615)
55.463391923065,-21.29634163940406,carrot,reunion-france,50914,POINT (55.463391923065 -21.29634163940406)
55.443016369569975,-21.23599608987099,carrot,reunion-france,51872,POINT (55.443016369569975 -21.23599608987099)
55.501710662300376,-21.24455458967783,carrot,reunion-france,50966,POINT (55.501710662300376 -21.24455458967783)
3.226285209442726,48.90664041418379,carrot,ile-de-france,4868,POINT (3.226285209442726 48.90664041418379)
55.43983696512937,-21.148258410773444,carrot,reunion-france,53628,POINT (55.43983696512937 -21.148258410773444)
2.5059597061826513,48.25666969427543,carrot,ile-de-france,3174,POINT (2.5059597061826513 48.25666969427543)
55.448017266142784,-21.234641051788017,carrot,reunion-france,48675,POINT (55.448017266142784 -21.234641051788017)
-61.1260614625093,14.814466254408954,carrot,martinique-france,27986,POINT (-61.1260614625093 14.814466254408954)
3.0800973820153277,48.92471043129041,carrot,ile-de-france,3669,POINT (3.0800973820153277 48.92471043129041)
2.7772249092042864,48.90275136031135,carrot,ile-de-france,4172,POINT (2.7772249092042864 48.90275136031135)
3.1567227606476007,49.06175096964188,carrot,ile-de-france,4340,POINT (3.1567227606476007 49.06175096964188)
2.878483774820934,48.184781544396095,carrot,ile-de-france,2971,POINT (2.878483774820934 48.184781544396095)
